ts,open,high,low,close,volume
1782565200,7025221.0,7145594.0,6515108.0,6515108.0,0.04020466
1782568800,6915777.0,6915777.0,6915216.0,6915216.0,0.00622414
1782572400,6915233.0,6915233.0,6515232.0,6515262.0,0.02111496
1782576000,7144982.0,7144982.0,6515252.0,6515252.0,0.00418098
1782579600,6515252.0,6515252.0,6515252.0,6515252.0,0.0
1782583200,7144874.0,7144874.0,7144874.0,7144874.0,0.00278773
1782586800,7144874.0,7144874.0,7144874.0,7144874.0,0.0
1782590400,7144744.0,7144744.0,7144744.0,7144744.0,0.00209076
1782594000,7144744.0,7144744.0,7144744.0,7144744.0,0.0
1782597600,7144725.0,7144725.0,7144725.0,7144725.0,0.00139389
1782601200,7144725.0,7144725.0,7144725.0,7144725.0,0.0
1782604800,7043112.0,7043112.0,6917555.0,6917555.0,0.01180254
1782608400,6917555.0,6917555.0,6917555.0,6917555.0,0.00263988
1782612000,6917555.0,6917555.0,6917555.0,6917555.0,0.0
1782615600,7039112.0,7039114.0,7039112.0,7039114.0,0.00567059
1782619200,7039114.0,7139115.0,6520663.0,6520663.0,0.17223143
1782622800,6520663.0,6520663.0,6520663.0,6520663.0,0.0
1782626400,6520663.0,6520663.0,6520663.0,6520663.0,0.0
1782630000,6838992.0,7138107.0,6838992.0,7138107.0,0.07059337
1782633600,6837549.0,6837550.0,6790684.0,6790684.0,0.02098763
1782637200,6920694.0,6920694.0,6920694.0,6920694.0,0.00260625
1782640800,7137777.0,7137777.0,6520697.0,6520697.0,0.00623087
1782644400,6520697.0,6520697.0,6520697.0,6520697.0,0.0
1782648000,6921238.0,6921238.0,6921238.0,6921238.0,0.08083033
1782651600,6921238.0,6921238.0,6921238.0,6921238.0,0.0
1782655200,7099912.0,7099912.0,6524369.0,6524369.0,0.02232836
1782658800,7098762.0,7098762.0,6530204.0,6530204.0,0.02141762
1782662400,7098535.0,7098535.0,6530422.0,6530422.0,0.00320607
1782666000,7098628.0,7100000.0,7098628.0,7099996.0,0.84330089
1782669600,7099996.0,7099996.0,7099996.0,7099996.0,0.0
1782673200,7099996.0,7099996.0,7099996.0,7099996.0,0.0
1782676800,7099996.0,7099996.0,7099996.0,7099996.0,0.0
1782680400,7099996.0,7099996.0,7099996.0,7099996.0,0.00187676
1782684000,7099996.0,7099996.0,7099996.0,7099996.0,0.0
1782687600,7099996.0,7099996.0,7099996.0,7099996.0,0.0
1782691200,7099996.0,7099996.0,6820424.0,6820424.0,0.00524309
1782694800,7099990.0,7099990.0,6600000.0,6779984.0,0.9258043
1782698400,7079999.0,7079999.0,7079995.0,7079995.0,0.00679885
1782702000,6950229.0,7079993.0,6950229.0,7079993.0,0.02985502
1782705600,6950229.0,6950229.0,6650228.0,6650228.0,0.01440728
1782709200,6650228.0,6650228.0,6650228.0,6650228.0,0.0
1782712800,6950002.0,7079992.0,6950002.0,7079992.0,0.00501705
1782716400,6950002.0,7079992.0,6655557.0,6956994.0,0.02240142
1782720000,7079990.0,7079990.0,7079990.0,7079990.0,0.00822684
1782723600,7079990.0,7079990.0,6657998.0,6657998.0,0.01007537
1782727200,6959999.0,6960520.0,6959999.0,6960520.0,0.00330173
1782730800,6960999.0,7079988.0,6960999.0,7079988.0,0.02457829
1782734400,6961999.0,7079988.0,6661998.0,6662998.0,0.02002799
1782738000,6963555.0,6963555.0,6963555.0,6963555.0,0.0028899
1782741600,6964555.0,7079989.0,6664662.0,6664677.0,0.01202127
1782745200,7079986.0,7099996.0,7079986.0,7099996.0,0.65308246
1782748800,7109988.0,7500000.0,7109988.0,7500000.0,2.96390174
1782752400,7500000.0,7500000.0,7100420.0,7100420.0,0.00320106
1782756000,7100960.0,7100960.0,7100960.0,7100960.0,0.00579493
