ts,open,high,low,close,volume
1776240000,5701353.0,5701353.0,5701353.0,5701353.0,0.00875137
1776243600,5701353.0,5701353.0,5701353.0,5701353.0,0.0
1776247200,5701353.0,5701353.0,5701353.0,5701353.0,0.0
1776250800,5701353.0,5701353.0,5701353.0,5701353.0,0.0
1776254400,5701353.0,5701353.0,5701353.0,5701353.0,0.0
1776258000,5701353.0,5701353.0,5701353.0,5701353.0,0.0
1776261600,5701353.0,5701353.0,5701353.0,5701353.0,0.0
1776265200,5701353.0,5701353.0,5701353.0,5701353.0,0.0
1776268800,5701353.0,5701353.0,5701353.0,5701353.0,0.0
1776272400,5701353.0,5701353.0,5701353.0,5701353.0,0.0
1776276000,5701353.0,5701353.0,5701353.0,5701353.0,0.0
1776279600,5701353.0,5701353.0,5701353.0,5701353.0,0.0
1776283200,5701353.0,5701353.0,5701353.0,5701353.0,0.0
1776286800,5701353.0,5701353.0,5701353.0,5701353.0,0.0
1776290400,5701353.0,5701353.0,5701353.0,5701353.0,0.0
1776294000,5701353.0,5701353.0,5701353.0,5701353.0,0.0
1776297600,5701353.0,5701353.0,5701353.0,5701353.0,0.0
1776301200,5701353.0,5701353.0,5701353.0,5701353.0,0.0
1776304800,5701353.0,5701353.0,5701353.0,5701353.0,0.0
1776308400,5701353.0,5701353.0,5701353.0,5701353.0,0.0
1776312000,5701353.0,5701353.0,5701353.0,5701353.0,0.0
1776315600,5701353.0,5701353.0,5701353.0,5701353.0,0.0
1776319200,5701353.0,5701353.0,5701353.0,5701353.0,0.0
1776322800,5905518.0,8899996.0,5200000.0,5883785.0,1.93711014
1776326400,5879541.0,5879541.0,5800000.0,5865327.0,0.21620617
1776330000,5877945.0,8111111.0,5800000.0,5861382.0,2.5651164
1776333600,5854710.0,5854754.0,5844266.0,5844266.0,0.41240391
1776337200,5838874.0,5842854.0,5800000.0,5800000.0,0.36073997
1776340800,5800000.0,5900000.0,5800000.0,5832231.0,0.6905833
1776344400,5878128.0,5900000.0,5800004.0,5860179.0,0.46798065
1776348000,5864673.0,6000000.0,5800000.0,5800000.0,1.95653671
1776351600,5859046.0,5860761.0,5800000.0,5860686.0,0.1909581
1776355200,5865764.0,5874000.0,5800000.0,5800000.0,0.46416698
1776358800,5800000.0,5800000.0,5800000.0,5800000.0,0.0
1776362400,5800000.0,5835814.0,5800000.0,5835814.0,0.00440729
1776366000,5836946.0,5839220.0,5836946.0,5838265.0,0.01283867
1776369600,5838265.0,5838265.0,5838265.0,5838265.0,0.0
1776373200,5835902.0,5846306.0,5704889.0,5846306.0,0.3475247
1776376800,5704531.0,5831553.0,5704531.0,5830116.0,0.0208016
1776380400,5830045.0,5841144.0,5713903.0,5841144.0,0.4260127
1776384000,5712795.0,5712795.0,5712795.0,5712795.0,0.01733401
1776387600,5712790.0,5712790.0,5709670.0,5712181.0,0.51103039
1776391200,5841000.0,6000000.0,5841000.0,5843691.0,0.0563314
1776394800,5843467.0,5844005.0,5716954.0,5716954.0,0.09628951
1776398400,5999997.0,5999998.0,5716954.0,5850528.0,1.10595484
1776402000,5722379.0,5839827.0,5716954.0,5718585.0,0.22544526
1776405600,5839827.0,5852457.0,5722887.0,5851181.0,0.04309369
