ts,open,high,low,close,volume
1776242700,3208512.0,3208512.0,3208512.0,3208512.0,0.01555072
1776243600,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776244500,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776245400,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776246300,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776247200,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776248100,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776249000,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776249900,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776250800,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776251700,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776252600,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776253500,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776254400,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776255300,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776256200,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776257100,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776258000,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776258900,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776259800,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776260700,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776261600,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776262500,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776263400,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776264300,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776265200,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776266100,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776267000,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776267900,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776268800,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776269700,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776270600,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776271500,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776272400,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776273300,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776274200,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776275100,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776276000,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776276900,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776277800,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776278700,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776279600,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776280500,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776281400,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776282300,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776283200,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776284100,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776285000,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776285900,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776286800,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776287700,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776288600,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776289500,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776290400,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776291300,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776292200,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776293100,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776294000,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776294900,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776295800,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776296700,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776297600,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776298500,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776299400,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776300300,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776301200,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776302100,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776303000,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776303900,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776304800,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776305700,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776306600,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776307500,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776308400,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776309300,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776310200,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776311100,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776312000,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776312900,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776313800,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776314700,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776315600,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776316500,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776317400,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776318300,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776319200,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776320100,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776321000,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776321900,3208512.0,3208512.0,3208512.0,3208512.0,0.0
1776322800,3470601.0,4999997.0,3420000.0,3420000.0,0.93101696
1776323700,3420000.0,3464259.0,3420000.0,3464135.0,0.47275259
1776324600,3463908.0,3463982.0,3463908.0,3463982.0,0.04936721
1776325500,3464258.0,3464258.0,3461860.0,3461860.0,0.03629638
1776326400,3000001.0,3458455.0,3000001.0,3458455.0,0.70131749
1776327300,3463785.0,3463785.0,3454947.0,3454947.0,0.00907502
1776328200,3454909.0,3454909.0,3454909.0,3454909.0,0.01367792
1776329100,3453254.0,3453254.0,3453254.0,3453254.0,0.00576789
1776330000,3453132.0,3453132.0,3453132.0,3453132.0,0.11985438
1776330900,3458482.0,3459688.0,3458482.0,3459688.0,0.43687042
1776331800,3456693.0,3460341.0,3456693.0,3460337.0,1.08322494
1776332700,3453000.0,3458608.0,3453000.0,3453000.0,0.3865035
1776333600,3457123.0,4000000.0,3457123.0,4000000.0,0.02664273
1776334500,3456234.0,3457273.0,3450000.0,3450000.0,1.90034865
1776335400,3450000.0,3450000.0,3374067.0,3441624.0,1.35453539
1776336300,3441624.0,3441624.0,3441624.0,3441624.0,0.0
1776337200,3425084.0,3442747.0,3425084.0,3442747.0,1.45049289
1776338100,3437166.0,3437166.0,3434226.0,3434226.0,0.22133748
1776339000,3434617.0,3434617.0,3374067.0,3374067.0,0.57671722
1776339900,3374067.0,3434692.0,3374067.0,3427725.0,0.47308952
1776340800,3427701.0,3429475.0,3374067.0,3374067.0,1.03802699
1776341700,3374067.0,3374067.0,3374067.0,3374067.0,1.14417179
1776342600,3374067.0,3374067.0,3356126.0,3356126.0,0.2593841
1776343500,3374067.0,3374067.0,3374067.0,3374067.0,0.04834371
1776344400,3374067.0,3374067.0,3374067.0,3374067.0,0.06495602
1776345300,3374067.0,3998000.0,3374067.0,3429423.0,0.39420475
1776346200,3399337.0,3997999.0,3356007.0,3425919.0,0.69337902
1776347100,3414134.0,3414134.0,3356008.0,3356008.0,0.0103053
1776348000,3856008.0,3856008.0,3356009.0,3425585.0,0.1184294
1776348900,3356008.0,3422944.0,3356007.0,3422944.0,0.12614457
1776349800,3431223.0,3431223.0,3431223.0,3431223.0,0.00290246
1776350700,3431223.0,3431223.0,3431223.0,3431223.0,0.0
1776351600,3443023.0,3452057.0,3443023.0,3452057.0,0.29717835
1776352500,3453254.0,3458989.0,3453254.0,3458989.0,2.89297632
1776353400,3459000.0,3699998.0,3455390.0,3455390.0,1.16575877
1776354300,3453009.0,3453899.0,3378878.0,3453899.0,0.02501769
1776355200,3450000.0,3450000.0,3450000.0,3450000.0,0.02892434
1776356100,3454129.0,3454129.0,3454129.0,3454129.0,0.03289048
1776357000,3449550.0,3449550.0,3445985.0,3445985.0,1.37028274
1776357900,3449008.0,3449008.0,3449008.0,3449008.0,0.01028382
